n,m,r,q
73,41,1.6744255485246768e-16,-1.4937234994650591e-15
73,42,-4.148645558815569e-16,4.0063429461204844e-16
73,43,3.9578318859085154e-17,-4.916330545585795e-16
73,44,6.922801223030654e-18,1.1566947888485924e-15
73,45,-9.409488591526165e-16,-7.640108344359636e-16
73,46,1.0638563626425897e-15,-3.5309328296585326e-16
73,47,-5.082656630415108e-16,5.901147084615812e-16
73,48,6.743056313063501e-16,-9.619569397585805e-16
73,49,-2.1075814143801078e-16,-5.085047339431432e-16
73,50,9.768175961848705e-16,-6.817449984289554e-16
73,51,2.498405698707855e-16,1.7355106527781586e-15
73,52,-3.5900961215495974e-16,-1.348991346321755e-15
73,53,2.1199603495259007e-15,-1.9095505371222105e-15
73,54,3.8356698345830373e-16,1.0754134998737387e-15
73,55,-1.186816552296107e-15,-7.413320790883134e-16
73,56,2.0555123924517443e-15,-1.147093467480087e-15
73,57,1.40638927070203e-15,1.5574486666166952e-15
73,58,-1.482262924157559e-16,-5.543067542076618e-17
73,59,7.193491156759411e-16,-2.6806553060737507e-16
73,60,6.610165886782017e-16,3.213972815023203e-17
73,61,8.453218634410955e-16,4.320823648619177e-16
73,62,-5.973391120613678e-17,4.50222478849776e-16
73,63,2.9068087763001716e-16,-9.219181705421556e-16
73,64,1.5009246906175318e-15,5.447295284688374e-16
73,65,-3.5162928152764673e-16,6.97343490616534e-16
73,66,6.80929332551802e-16,1.136689688651335e-17
73,67,5.432309347411304e-16,-3.530317999771516e-16
73,68,7.669745346598112e-16,-4.319971802150658e-16
73,69,-4.27452904242326e-16,2.224953439541628e-17
73,70,-1.1930363228613406e-16,-1.8686711927899288e-16
73,71,6.520361215999036e-17,5.681908206123268e-16
73,72,4.372414301731127e-16,2.287455151737305e-17
73,73,-1.7979248015961038e-16,-8.22545824385655e-16
74,0,5.816975950590429e-15,0.0
74,1,4.6777984938904844e-14,3.511637809368948e-15
74,2,-3.572434253292576e-15,-1.370943969684426e-14
74,3,1.5714381327551955e-14,-1.5384693427186662e-14
74,4,-1.207347589457266e-16,6.463374708555555e-15
74,5,4.1208317302425385e-15,3.567235057658882e-15
74,6,-1.5409397790819168e-15,-1.3045295886124181e-15
74,7,1.7536702973876549e-15,1.0742557407433488e-15
74,8,2.5781208702810045e-15,8.225653054200293e-15
74,9,-3.4740839069824847e-15,7.69901876472107e-16
74,10,9.860197728348601e-15,-3.318797328616317e-15
74,11,8.589017002600606e-16,9.125267584195613e-15
74,12,-1.7140762676944796e-15,-2.857184656323539e-15
74,13,5.584921711203348e-15,-4.6440555185763346e-17
74,14,-9.746230878198096e-16,4.730801187061405e-15
74,15,8.69398277134854e-17,-4.410594277373115e-16
74,16,-1.2503413621678457e-15,2.9554785288999756e-15
74,17,4.8073593234039015e-17,4.1835800567385383e-16
74,18,1.7255880421723832e-15,2.8021933920918162e-15
74,19,-3.1156315595482054e-15,5.145981012092578e-15
74,20,-1.1914061790844608e-17,-3.3840768132435015e-15
74,21,3.8870481984499185e-15,4.773641385462863e-15
74,22,-4.727571799967216e-15,1.5602861737709392e-15
74,23,7.294278536833105e-16,-2.3830542571482205e-15
74,24,-6.135707836915166e-17,2.4150192963037166e-15
74,25,-1.3067695345435708e-15,1.232158984728754e-15
74,26,5.056330436054687e-16,2.392627309274786e-15
74,27,-3.290462613019093e-15,-1.0712643831678867e-15
74,28,1.93271109646141e-15,-2.3502609895450034e-15
74,29,-1.7095014145017951e-15,4.267986188468349e-15
74,30,-3.896786521331789e-15,-1.5579318828062807e-15
74,31,1.355824692009848e-15,-1.5780807619950251e-15
74,32,-8.881761624729798e-16,3.728980457056006e-15
74,33,-3.388162116438078e-15,-4.610319566189407e-16
74,34,7.098505511528627e-16,9.777028498723228e-16
74,35,-1.6113978146481555e-15,-7.898948129306631e-16
74,36,3.589520572464072e-16,2.379841356763909e-16
74,37,-3.5778325724258525e-15,4.953233077605107e-16
74,38,2.420073671762618e-16,-6.591572980138929e-16
74,39,5.101585573518721e-16,1.467374299928302e-15
74,40,-1.2492726669684898e-15,-1.971882738959627e-16
74,41,1.6523755943673672e-16,-1.4740531506006856e-15
74,42,-4.094013422757081e-16,3.9535847459256464e-16
74,43,3.90571251176046e-17,-4.85158902079966e-16
74,44,6.83163715201986e-18,1.1414626591844323e-15
74,45,-9.285578160113024e-16,-7.539498294006283e-16
74,46,1.0498467913917809e-15,-3.4844351474563536e-16
74,47,-5.015724812636321e-16,5.823436837775654e-16
74,48,6.654259243098695e-16,-9.492892481782224e-16
74,49,-2.0798273744284213e-16,-5.0180840391993e-16
74,50,9.639542095536123e-16,-6.727673248766267e-16
74,51,2.465505023505301e-16,1.7126562891625305e-15
74,52,-3.542819337598079e-16,-1.3312269271326126e-15
74,53,2.092043295486952e-15,-1.884404300049019e-15
74,54,3.785159171932404e-16,1.0612517365195778e-15
74,55,-1.1711877591292068e-15,-7.315697230530494e-16
74,56,2.028444032163479e-15,-1.1319877744294937e-15
74,57,1.3878689973022154e-15,1.5369391421821696e-15
74,58,-1.4627434958046224e-16,-5.470072725853615e-17
74,59,7.098762459877479e-16,-2.6453546462966977e-16
74,60,6.523118806722724e-16,3.171649074026452e-17
74,61,8.3419010045917585e-16,4.263924156457333e-16
74,62,-5.894729516047704e-17,4.442936484948075e-16
74,63,2.8685299765542184e-16,-9.097777362211695e-16
74,64,1.4811595116575891e-15,5.375561661527561e-16
74,65,-3.469987922563359e-16,6.881604056991182e-16
74,66,6.719624002326172e-16,1.1217209995101952e-17
74,67,5.360773069083323e-16,-3.4838284140600024e-16
74,68,7.568745016401447e-16,-4.2630835276721536e-16
74,69,-4.2182391885611003e-16,2.1956537663568347e-17
74,70,-1.177325623600764e-16,-1.8440632822307478e-16
74,71,6.434496743835101e-17,5.607085043289037e-16
74,72,4.314835429385992e-16,2.257332414254501e-17
74,73,-1.774248526775516e-16,-8.117139915006573e-16
74,74,5.504647919591569e-16,-1.8632836561111364e-16
75,0,5.741373499770986e-15,0.0
75,1,4.6170017786244156e-14,3.465997527024036e-15
75,2,-3.526003807776838e-15,-1.3531259960629676e-14
75,3,1.5510143635740004e-14,-1.5184740644489836e-14
75,4,-1.1916558558951475e-16,6.379371100378079e-15
75,5,4.067273836782581e-15,3.520872185386619e-15
75,6,-1.520912392884465e-15,-1.2875747937321732e-15
75,7,1.7308780813740559e-15,1.0602937839642754e-15
75,8,2.5446133815174977e-15,8.118745352368578e-15
75,9,-3.4289317076350553e-15,7.598955657625241e-16
75,10,9.732046070140044e-15,-3.275663367955719e-15
75,11,8.477386708605569e-16,9.006667713814787e-15
75,12,-1.69179864993744e-15,-2.820050213221734e-15
75,13,5.512335237993186e-15,-4.583697356203274e-17
75,14,-9.61956043174918e-16,4.66931560295046e-15
75,15,8.580988251433214e-17,-4.3532703792219166e-16
75,16,-1.2340908443483222e-15,2.9170665736113517e-15
75,17,4.744878723534455e-17,4.129206631753573e-16
75,18,1.7031608074371744e-15,2.7657736630243985e-15
75,19,-3.075138116949678e-15,5.0790993918677214e-15
75,20,-1.175921633879994e-17,-3.34009442393751e-15
75,21,3.836528757979087e-15,4.711599013079068e-15
75,22,-4.66612818776419e-15,1.5400073450945373e-15
75,23,7.199475783817036e-16,-2.352082022810923e-15
75,24,-6.055962870815423e-17,2.383631616669546e-15
75,25,-1.2897856273885742e-15,1.2161447808131894e-15
75,26,4.990613992258856e-16,2.361530655271886e-15
75,27,-3.2476969148303737e-15,-1.0573413046592244e-15
75,28,1.9075919113625643e-15,-2.3197149648778574e-15
75,29,-1.687283255493845e-15,4.212515748388743e-15
75,30,-3.846140513193668e-15,-1.5376836525315883e-15
75,31,1.3382032215983954e-15,-1.557570659458719e-15
75,32,-8.766326568417507e-16,3.680515401672268e-15
75,33,-3.344126630998206e-15,-4.550399865433317e-16
75,34,7.006247194082359e-16,9.649957779759711e-16
75,35,-1.5904546948781437e-15,-7.796286567260699e-16
75,36,3.542868058365652e-16,2.3489108800589887e-16
75,37,-3.531331965685409e-15,4.888856576253255e-16
75,38,2.3886203010932254e-16,-6.505903196339473e-16
75,39,5.035280954813192e-16,1.4483030343280405e-15
75,40,-1.2330360388361398e-15,-1.9462544453135494e-16
75,41,1.6308998919285895e-16,-1.4548950808802458e-15
75,42,-4.040804083217571e-16,3.902200538933351e-16
75,43,3.854950493730236e-17,-4.788533573526593e-16
75,44,6.74284728660028e-18,1.1266272231629954e-15
75,45,-9.16489475482771e-16,-7.441508452924333e-16
75,46,1.0362020744308846e-15,-3.43914841443447e-16
75,47,-4.950536114644076e-16,5.747750415678039e-16
75,48,6.567774734405629e-16,-9.369514640256963e-16
75,49,-2.0527961389335942e-16,-4.95286467865804e-16
75,50,9.514258268786633e-16,-6.640234588156452e-16
75,51,2.43346118769303e-16,1.6903971266746956e-15
75,52,-3.496773793141987e-16,-1.3139251505492238e-15
75,53,2.0648532913159456e-15,-1.859912951859082e-15
75,54,3.735963969378621e-16,1.0474587910271479e-15
75,55,-1.1559659899983044e-15,-7.220616101645136e-16
75,56,2.0020806190285035e-15,-1.1172754822055883e-15
75,57,1.3698310513826144e-15,1.5169637517221987e-15
75,58,-1.4437324161401442e-16,-5.39897892939514e-17
75,59,7.006500802908222e-16,-2.610973329226558e-16
75,60,6.438338712570095e-16,3.1304275793576844e-17
75,61,8.233482443848647e-16,4.2085065100591767e-16
75,62,-5.818116512639004e-17,4.385192239492995e-16
75,63,2.8312480798576154e-16,-8.979534778533309e-16
75,64,1.4619090815222407e-15,5.305696212607961e-16
75,65,-3.424888958172243e-16,6.792164778455958e-16
75,66,6.63228995668525e-16,1.107142143173339e-17
75,67,5.2910998255024515e-16,-3.438549566670129e-16
75,68,7.470375059618436e-16,-4.2076768068127877e-16
75,69,-4.163415303520718e-16,2.1671171508890216e-17
75,70,-1.1620240814742725e-16,-1.8200962408011474e-16
75,71,6.35086845866499e-17,5.534210516245021e-16
75,72,4.2587560960493923e-16,2.2279941697299578e-17
75,73,-1.751188858293751e-16,-8.011642543789742e-16
75,74,5.433104754009626e-16,-1.8390668100780158e-16
75,75,-1.7299063525509876e-15,2.5483418446428473e-16
76,0,5.667714424070241e-15,0.0
76,1,4.557767854279355e-14,3.421530436661104e-15
76,2,-3.480766865534967e-15,-1.3357660367813386e-14
76,3,1.5311155911941862e-14,-1.4989927685417712e-14
76,4,-1.1763674812750122e-16,6.297526820638286e-15
76,5,4.0150926589771e-15,3.4757010794053786e-15
76,6,-1.5013998143897642e-15,-1.2710558250209977e-15
76,7,1.7086717435300229e-15,1.046690721891904e-15
76,8,2.511967209010901e-15,8.014585732979761e-15
76,9,-3.3849401540049964e-15,7.501464691386248e-16
76,10,9.607188574240818e-15,-3.233638173810096e-15
76,11,8.368625892167034e-16,8.89111647525318e-15
76,12,-1.6700936825056694e-15,-2.7838703179155174e-15
76,13,5.4416146136339765e-15,-4.524890711667198e-17
76,14,-9.496146072784662e-16,4.609410517262843e-15
76,15,8.470898276756469e-17,-4.297420002579166e-16
76,16,-1.2182580491244833e-15,2.879642004807681e-15
76,17,4.684004199154249e-17,4.076230885813253e-16
76,18,1.6813100689596026e-15,2.7302901098948263e-15
76,19,-3.0356855658561675e-15,5.013936976182326e-15
76,20,-1.1608351218020801e-17,-3.2972426101632865e-15
76,21,3.78730792916115e-15,4.651151451465146e-15
76,22,-4.6062639950887596e-15,1.5202497874967697e-15
76,23,7.107109953273697e-16,-2.3219059355419966e-15
76,24,-5.978267763963364e-17,2.353050763202696e-15
76,25,-1.2732382947391066e-15,1.2005422250002715e-15
76,26,4.926586801924757e-16,2.3312333465680993e-15
76,27,-3.2060305169010093e-15,-1.0437761214840618e-15
76,28,1.8831184196082327e-15,-2.2899541314799075e-15
76,29,-1.6656362184129135e-15,4.1584711863316805e-15
76,30,-3.79679637015397e-15,-1.5179559067978993e-15
76,31,1.321034714375058e-15,-1.5375877729388112e-15
76,32,-8.653858791787704e-16,3.6332961495890595e-15
76,33,-3.3012230859361407e-15,-4.492020411776456e-16
76,34,6.916360393917271e-16,9.526153437360341e-16
76,35,-1.5700499219133979e-15,-7.696263939841413e-16
76,36,3.497414755855492e-16,2.3187754770347004e-16
76,37,-3.486026665726217e-15,4.826134884892349e-16
76,38,2.3579754451914836e-16,-6.422435570333256e-16
76,39,4.970680708715303e-16,1.4297219991720028e-15
76,40,-1.2172167762624716e-15,-1.9212849317422793e-16
76,41,1.6099762264320501e-16,-1.4362294729201516e-15
76,42,-3.988962499688913e-16,3.852137172578899e-16
76,43,3.805493322854377e-17,-4.727098978302641e-16
76,44,6.656339781254728e-18,1.1121731347953264e-15
76,45,-9.047313539015474e-16,-7.346037459009105e-16
76,46,1.0229080974679127e-15,-3.3950257853431855e-16
76,47,-4.887023104309112e-16,5.674009527196511e-16
76,48,6.483513326161361e-16,-9.249308249191576e-16
76,49,-2.0264597463958265e-16,-4.889321793960611e-16
76,50,9.39219488620319e-16,-6.555043554648664e-16
76,51,2.4022410446651895e-16,1.6687101401159882e-15
76,52,-3.4519118580061353e-16,-1.29706811936439e-15
76,53,2.0383622112804734e-15,-1.8360511583486527e-15
76,54,3.688033338694745e-16,1.0340203957747302e-15
76,55,-1.1411354992859046e-15,-7.127979050936223e-16
76,56,1.9763948823520973e-15,-1.1029413722011356e-15
76,57,1.3522567742318512e-15,1.4975018324048352e-15
76,58,-1.4252100198291695e-16,-5.329712612252925e-17
76,59,6.916610749063209e-16,-2.577475790333156e-16
76,60,6.355737906572165e-16,3.0902656909083774e-17
76,61,8.127850802458935e-16,4.1545133846121225e-16
76,62,-5.743472860792051e-17,4.3289323206523177e-16
76,63,2.7949245212787945e-16,-8.864331642552721e-16
76,64,1.4431534872889534e-15,5.237626668101714e-16
76,65,-3.380949271084002e-16,6.705024553280192e-16
76,66,6.547200848999039e-16,1.0929380390615368e-17
76,67,5.223217545660802e-16,-3.394434620509211e-16
76,68,7.374533720947239e-16,-4.1536943260615084e-16
76,69,-4.1100006766848394e-16,2.1393140744516352e-17
76,70,-1.1471158683460347e-16,-1.7967452766478554e-16
76,71,6.269389854184557e-17,5.463209242529556e-16
76,72,4.204118292450232e-16,2.1994100702604662e-17
76,73,-1.728721942897199e-16,-7.908857002203942e-16
76,74,5.363400618861192e-16,-1.8154724625951937e-16
76,75,-1.7077124815229428e-15,2.5156478377378077e-16
76,76,6.434190064312604e-16,-1.1798480032455763e-15
77,0,5.5959245145786e-15,0.0
77,1,4.5000370447747283e-14,3.3781917392617393e-15
77,2,-3.436677851950051e-15,-1.3188466022954926e-14
77,3,1.5117217683074407e-14,-1.4800058282814756e-14
77,4,-1.1614670631009796e-16,6.2177594141234505e-15
77,5,3.964235626137834e-15,3.4316762314259494e-15
77,6,-1.4823823853661608e-15,-1.254956040203055e-15
77,7,1.6870289117567782e-15,1.0334328499230482e-15
77,8,2.4801494628988173e-15,7.913069258906881e-15
77,9,-3.342064926160308e-15,7.406447647308961e-16
77,10,9.485499451146545e-15,-3.192679407284977e-15
77,11,8.262624980614996e-16,8.778497454731027e-15
77,12,-1.6489394984133205e-15,-2.748608520441943e-15
77,13,5.372688589601765e-15,-4.467576339356803e-17
77,14,-9.37586346570951e-16,4.551025577746699e-15
77,15,8.36360193556846e-17,-4.242986880168745e-16
77,16,-1.2028270255159752e-15,2.8431671185615584e-15
77,17,4.624674421336286e-17,4.0245994477300665e-16
77,18,1.6600138128946555e-15,2.6957069842802318e-15
77,19,-2.9972341592199475e-15,4.950428116210792e-15
77,20,-1.1461314437241994e-17,-3.2554782002363634e-15
77,21,3.7393361237545894e-15,4.5922378018439634e-15
77,22,-4.5479189108873314e-15,1.500993595938215e-15
77,23,7.017087989900629e-16,-2.2924955940024247e-15
77,24,-5.902544241290972e-17,2.323245926776544e-15
77,25,-1.257110865743669e-15,1.1853355982676974e-15
77,26,4.864184359926118e-16,2.301704859698108e-15
77,27,-3.165421441811006e-15,-1.0305551672008598e-15
77,28,1.8592659650223803e-15,-2.260948506365703e-15
77,29,-1.6445384946359294e-15,4.105798054315273e-15
77,30,-3.748704379736464e-15,-1.4987287706001895e-15
77,31,1.304301873676956e-15,-1.5181119703849734e-15
77,32,-8.544244987539302e-16,3.5872751290825235e-15
77,33,-3.2594082574499738e-15,-4.4351223899871993e-16
77,34,6.828754553266197e-16,9.40549074303559e-16
77,35,-1.5501629386679407e-15,-7.59877947779468e-16
77,36,3.453114872341374e-16,2.289404787339962e-16
77,37,-3.4418710290633857e-15,4.765004813640089e-16
77,38,2.3281082304505825e-16,-6.341086011443694e-16
77,39,4.9077197527654e-16,1.4116124747254526e-15
77,40,-1.2017989419007968e-15,-1.8969490423453716e-16
77,41,1.5895835180259255e-16,-1.418037521781562e-15
77,42,-3.9384364436120503e-16,3.8033442097940474e-16
77,43,3.757291172785114e-17,-4.667223341949272e-16
77,44,6.572027482735863e-18,1.098085832099392e-15
77,45,-8.93271605376639e-16,-7.252989128616033e-16
77,46,1.009951467291978e-15,-3.352022808196616e-16
77,47,-4.825121794523297e-16,5.602139880997996e-16
77,48,6.401390127981819e-16,-9.13215220490505e-16
77,49,-2.000791663832532e-16,-4.827391367901518e-16
77,50,9.273228973251603e-16,-6.472014321294305e-16
77,51,2.371813141233567e-16,1.6475734806156531e-15
77,52,-3.4081883353799866e-16,-1.2806388507163076e-15
77,53,2.0125433665557745e-15,-1.8127948796060104e-15
77,54,3.641318991468176e-16,1.0209230120551267e-15
77,55,-1.1266813457979452e-15,-7.037692749856583e-16
77,56,1.9513609446644068e-15,-1.0889710033080531e-15
77,57,1.3351284603882177e-15,1.478533777035753e-15
77,58,-1.407157646213521e-16,-5.262203991066024e-17
77,59,6.829001737297304e-16,-2.544828282032618e-16
77,60,6.275233171342803e-16,3.051122946998547e-17
77,61,8.02489966028564e-16,4.101890383954844e-16
77,62,-5.670723359671659e-17,4.274100048550667e-16
77,63,2.7595227061191523e-16,-8.752051891191194e-16
77,64,1.4248738333609037e-15,5.171284450353912e-16
77,65,-3.338124593620341e-16,6.620095590773726e-16
77,66,6.464270955005599e-16,1.0790943770430379e-17
77,67,5.157057840565983e-16,-3.3514391313316446e-16
77,68,7.281124443634064e-16,-4.1010816999811433e-16
77,69,-4.0579414947089953e-16,2.1122165264300143e-17
77,70,-1.1325859647194074e-16,-1.7739868645016325e-16
77,71,6.18997884358595e-17,5.394009690874405e-16
77,72,4.1508669729367817e-16,2.1715513183783254e-17
77,73,-1.706825145964428e-16,-7.808679737456929e-16
77,74,5.295465289699187e-16,-1.792476843193347e-16
77,75,-1.6860818002088628e-15,2.483783471068757e-16
77,76,6.352691617530012e-16,-1.1649034991599125e-15
77,77,-2.5325601324764117e-16,1.6591170916062269e-15
78,0,5.525933305060987e-15,0.0
78,1,4.443752683751397e-14,3.3359388952147277e-15
78,2,-3.393693490929146e-15,-1.3023510851343204e-14
78,3,1.4928138586774428e-14,-1.4614946068122314e-14
78,4,-1.14693997569129e-16,6.1399905841919056e-15
78,5,3.9146528189424634e-15,3.388754428337897e-15
78,6,-1.4638414390311842e-15,-1.2392596363440654e-15
78,7,1.6659283422767178e-15,1.0205071546366106e-15
78,8,2.4491289120960837e-15,7.814096285453674e-15
78,9,-3.3002639394138012e-15,7.3138112602895285e-16
78,10,9.36685925545863e-15,-3.152746864818457e-15
78,11,8.159279927500526e-16,8.668700109716236e-15
78,12,-1.628315333520702e-15,-2.714230209166485e-15
78,13,5.3054895107421345e-15,-4.411697981671808e-17
78,14,-9.25859454570757e-16,4.494103475973838e-15
78,15,8.258993909875967e-17,-4.189917582515301e-16
78,16,-1.1877826270189959e-15,2.8076061125168195e-15
78,17,4.566831154235163e-17,3.9742616380550626e-16
78,18,1.639251135650216e-15,2.6619903407044812e-15
78,19,-2.959746154607879e-15,4.8885104740801804e-15
78,20,-1.1317961670771617e-17,-3.2147601998060224e-15
78,21,3.6925662544662084e-15,4.5348002368256705e-15
78,22,-4.491035665852172e-15,1.482219869276211e-15
78,23,6.929321531574547e-16,-2.2638221301234873e-15
78,24,-5.828717975478612e-17,2.2941878521012453e-15
78,25,-1.2413875103335112e-15,1.1705099743710735e-15
78,26,4.803345414407653e-16,2.272916210626245e-15
78,27,-3.125829829242225e-15,-1.0176654646255122e-15
78,28,1.836011134945987e-15,-2.2326696187207194e-15
78,29,-1.6239693754424923e-15,4.054444650403564e-15
78,30,-3.701817336678935e-15,-1.4799833713154293e-15
78,31,1.2879882751863206e-15,-1.4991241350927719e-15
78,32,-8.437377562945796e-16,3.542407167675463e-15
78,33,-3.218641101700054e-15,-4.379649951139044e-16
78,34,6.743343681579697e-16,9.287851258890162e-16
78,35,-1.5307742248380656e-15,-7.503737494093347e-16
78,36,3.409924924748482e-16,2.260769981826792e-16
78,37,-3.398821714209302e-15,4.705406359551751e-16
78,38,2.298989340352506e-16,-6.261774670048735e-16
78,39,4.846336286892219e-16,1.393956685370398e-15
78,40,-1.1867674021933747e-15,-1.8732228899426478e-16
78,41,1.5697017500059944e-16,-1.400301370939591e-15
78,42,-3.8891763205388185e-16,3.7557737572688593e-16
78,43,3.710296730131721e-17,-4.608847892827177e-16
78,44,6.489827633309495e-18,1.0843514875165508e-15
78,45,-8.820989814562895e-16,-7.162272129055476e-16
78,46,9.973194661694296e-16,-3.3100972729137344e-16
78,47,-4.764771425323595e-16,5.532070932580911e-16
78,48,6.321324530870151e-16,-9.017931511495934e-16
78,49,-1.9757666964335673e-16,-4.767012611938303e-16
78,50,9.157243757532423e-16,-6.39106538976698e-16
78,51,2.34214761052953e-16,1.6269664012354701e-15
78,52,-3.365560307922574e-16,-1.2646212182619444e-15
78,53,1.987371414349322e-15,-1.7901212881555877e-15
78,54,3.5957750746786725e-16,1.0081537839763801e-15
78,55,-1.1125893418890488e-15,-6.949668576819129e-16
78,56,1.9269542336076943e-15,-1.0753506627454571e-15
78,57,1.3184292973525997e-15,1.4600409672957757e-15
78,58,-1.3895575757722817e-16,-5.1963868019485507e-17
78,59,6.743587773948423e-16,-2.512998758776887e-16
78,60,6.196745486506617e-16,3.012960926604772e-17
78,61,7.92452796441705e-16,4.0505858553584134e-16
78,62,-5.599796601144237e-17,4.2206416019225895e-16
78,63,2.725007885308146e-16,-8.6425853149302885e-16
78,64,1.4070521771274944e-15,5.106604440375766e-16
78,65,-3.2963728907123946e-16,6.537294527908538e-16
78,66,6.383418873886258e-16,1.0655975687075908e-17
78,67,5.09255577037666e-16,-3.309520896406307e-16
78,68,7.190055540697551e-16,-4.049787286026054e-16
78,69,-4.0071866582871566e-16,2.0857979089052816e-17
78,70,-1.1184201085955684e-16,-1.7517986655737602e-16
78,71,6.112557480052128e-17,5.326543937640875e-16
78,72,4.0989498680463063e-16,2.1443905689960023e-17
78,73,-1.6854769744353266e-16,-7.711012419369196e-16
78,74,5.229232083797464e-16,-1.7700573802501693e-16
78,75,-1.6649930767575708e-15,2.4527174677895744e-16
78,76,6.273235118636047e-16,-1.1503334304134362e-15
78,77,-2.5008840535038813e-16,1.6383656301327318e-15
78,78,-7.335668174816772e-16,-1.847777574918546e-15
79,0,5.4576738382344176e-15,0.0
79,1,4.388860926620669e-14,3.2947314832206626e-15
79,2,-3.351772661365122e-15,-1.2862637048159848e-14
79,3,1.4743737740004684e-14,-1.4434413953231345e-14
79,4,-1.1327723216678396e-16,6.064145933078717e-15
79,5,3.866296803862185e-15,3.3468946088803096e-15
79,6,-1.4457592381375552e-15,-1.223951597436129e-15
79,7,1.6453498491720448e-15,1.0079012706306642e-15
79,8,2.4188758807075025e-15,7.717572129853019e-15
79,9,-3.2594972047365977e-15,7.223466909473658e-16
79,10,9.251154489707739e-15,-3.113802344834014e-15
79,11,8.058491867494476e-16,8.561619402276874e-15
79,12,-1.6082014576637755e-15,-2.6807024959831592e-15
79,13,5.2399530908715695e-15,-4.3572021824277296e-17
79,14,-9.144227127144162e-16,4.4385897572591275e-15
79,15,8.156974126123656e-17,-4.138161340729352e-16
79,16,-1.1731104613683676e-15,2.7729249671392784e-15
79,17,4.5104190619304004e-17,3.925169300984242e-16
79,18,1.6190021745540237e-15,2.6291079240478143e-15
79,19,-2.9231856890172983e-15,4.828124816107941e-15
79,20,-1.117815577979156e-17,-3.1750496558852225e-15
79,21,3.6469535787719865e-15,4.4787838086058034e-15
79,22,-4.435559842470551e-15,1.4639106475735386e-15
79,23,6.843726616271832e-16,-2.2358581133571443e-15
79,24,-5.756718340426154e-17,2.2658487406897845e-15
79,25,-1.2260531867174586e-15,1.156051170336545e-15
79,26,4.744011763624893e-16,2.244839858612238e-15
79,27,-3.0872178037696686e-15,-1.0050946827886177e-15
79,28,1.813331682581935e-15,-2.2050904154693557e-15
79,29,-1.6039091833281833e-15,4.0043618472215356e-15
79,30,-3.656090386362754e-15,-1.461701776105864e-15
79,31,1.2720783124543108e-15,-1.4806061022973784e-15
79,32,-8.33315428299168e-16,3.4986493423092592e-15
79,33,-3.178882618674768e-15,-4.325550027370879e-16
79,34,6.660046070312587e-16,9.173122444788173e-16
79,35,-1.5118652321573895e-15,-7.411047066562445e-16
79,36,3.367803595294725e-16,2.232843666929782e-16
79,37,-3.3568375379185723e-15,4.647282507602399e-16
79,38,2.2705909182309966e-16,-6.184425672735615e-16
79,39,4.786471588434395e-16,1.3767377406474185e-15
79,40,-1.172107777176424e-15,-1.8500837768451905e-16
79,41,1.5503119024242273e-16,-1.38300405305678e-15
79,42,-3.841135005637069e-16,3.70938030659916e-16
79,43,3.6644650375314495e-17,-4.551916785902485e-16
79,44,6.409661596263712e-18,1.070956962048303e-15
79,45,-8.71202793819113e-16,-7.073799675660432e-16
79,46,9.85000009661669e-16,-3.2692090713159627e-16
79,47,-4.705914262363413e-16,5.46373565029314e-16
79,48,6.243239939852787e-16,-8.906536899423894e-16
79,49,-1.9513609039950787e-16,-4.708127764568099e-16
79,50,9.044128281470195e-16,-6.312119320048821e-16
79,51,2.313216072941581e-16,1.6068691881563029e-15
79,52,-3.323986995414249e-16,-1.2489998986891822e-15
79,53,1.9628222738438425e-15,-1.7680086932437956e-15
79,54,3.5513580186130405e-16,9.957004958213475e-16
79,55,-1.0988460064049386e-15,-6.863822323256753e-16
79,56,1.9031514004347356e-15,-1.0620673205771078e-15
79,57,1.3021433098247744e-15,1.4420057119876302e-15
79,58,-1.3723929713496826e-16,-5.132198080705612e-17
79,59,6.660287147513734e-16,-2.4819567707650447e-16
79,60,6.120199766604154e-16,2.9757431219253396e-17
79,61,7.826639693994398e-16,4.000550718204517e-16
79,62,-5.530624732931266e-17,4.168505839598166e-16
79,63,2.6913470401475694e-16,-8.535827192268912e-16
79,64,1.3896714694522997e-15,5.043524761857931e-16
79,65,-3.255654220478805e-16,6.456542152820224e-16
79,66,6.304567258275358e-16,1.0524347022963996e-17
79,67,5.029649629010075e-16,-3.2686398145385277e-16
79,68,7.101239890821367e-16,-3.9997620132541253e-16
79,69,-3.95768761266554e-16,2.0600329484343592e-17
79,70,-1.1046047481693163e-16,-1.7301594534627406e-16
79,71,6.037051698222841e-17,5.260747441530675e-16
79,72,4.0483173111376973e-16,2.117901838707938e-17
79,73,-1.6646570055229176e-16,-7.615761614232417e-16
79,74,5.164637638977528e-16,-1.7481926261248063e-16
79,75,-1.6444261365838064e-15,2.4224201085228246e-16
79,76,6.195744555352623e-16,-1.1361238585098292e-15
79,77,-2.469991713212532e-16,1.6181276073036446e-15
79,78,-7.24505383497828e-16,-1.824952776804802e-15
79,79,9.246498520835488e-17,-7.545302996875445e-16
80,0,5.391082449445711e-15,0.0
80,1,4.335310576605853e-14,3.254531069700804e-15
80,2,-3.3108762642846165e-15,-1.2705694568651192e-14
80,3,1.4563843154665927e-14,-1.4258293558354886e-14
80,4,-1.1189508870572158e-16,5.990154721535058e-15
80,5,3.819122479915811e-15,3.3060577309831e-15
80,6,-1.4281189176685646e-15,-1.209017645884749e-15
