n,m,r,q
95,54,2.965394128543853e-16,8.314127690370014e-16
95,55,-9.175395661290315e-16,-5.73131132093038e-16
95,56,1.5891368763725052e-15,-8.868292580052668e-16
95,57,1.0872933974100075e-15,1.2040789042510634e-15
95,58,-1.1459520662139804e-16,-4.285400113219824e-17
95,59,5.561358865577482e-16,-2.0724410202384261e-16
95,60,5.110384353896067e-16,2.4847540393177284e-17
95,61,6.535266586234917e-16,3.3404713206973894e-16
95,62,-4.6180875102586506e-17,3.4807143286479393e-16
95,63,2.24728249556894e-16,-7.127440180786016e-16
95,64,1.1603796616732428e-15,4.211357637724181e-16
95,65,-2.718480609214186e-16,5.391231210799299e-16
95,66,5.264331738088456e-16,8.787859941207454e-18
95,67,4.1997718620112986e-16,-2.7293236174883545e-16
95,68,5.929555670607135e-16,-3.339812749802316e-16
95,69,-3.3046805046686305e-16,1.7201334187871844e-17
95,70,-9.223481320146402e-17,-1.4446881046216728e-16
95,71,5.0409554783826926e-17,4.3927391981053244e-16
95,72,3.3803565627603444e-16,1.7684541080962386e-17
95,73,-1.3899933727731897e-16,-6.359182784971478e-16
95,74,4.312487237392583e-16,-1.4597458555019942e-16
95,75,-1.373100539199961e-15,2.0227277365534633e-16
95,76,5.173464469114719e-16,-9.486666795254275e-16
95,77,-2.0624501628740178e-16,1.351141191843823e-15
95,78,-6.049640726343701e-16,-1.5238408014183445e-15
95,79,7.720852777885652e-17,-6.300349637448582e-16
95,80,-5.800712136223036e-16,2.540451056639742e-16
95,81,-3.864882715846571e-16,-9.071165617481097e-16
95,82,5.702719145830504e-16,-2.9566930519479417e-16
95,83,-1.177127646241416e-15,-7.105900786998044e-16
95,84,5.272878407684988e-16,-2.22894997947198e-16
95,85,-8.679953903323068e-16,-1.4184949410006288e-17
95,86,9.543854352071359e-16,-9.56567095867443e-16
95,87,-1.3521914943326732e-16,4.395069069969533e-18
95,88,-4.103185557254899e-16,-3.839638879367342e-16
95,89,-1.369309503842404e-16,-5.879919411785536e-16
95,90,5.318008025513262e-16,1.4335123929595865e-16
95,91,-2.0446577774653764e-16,-4.4152943162099714e-16
95,92,1.6616954818693966e-16,-3.371796943523688e-16
95,93,-2.3820546473252336e-16,-1.797129527327757e-16
95,94,2.686824893003265e-16,7.38821242831231e-17
95,95,-6.310251017478897e-17,1.0837139897831816e-16
96,0,4.51066322149827e-15,0.0
96,1,3.6273097573714634e-14,2.723032663103156e-15
96,2,-2.7701761077268787e-15,-1.0630723928234069e-14
96,3,1.218541773334874e-14,-1.1929767529637692e-14
96,4,-9.3621469533095e-17,5.0119008282446945e-15
96,5,3.1954204874616042e-15,2.7661444904870143e-15
96,6,-1.1948924057942807e-15,-1.0115726258268336e-15
96,7,1.359850234941668e-15,8.330111558674348e-16
96,8,1.9991547307279617e-15,6.378426010274319e-15
96,9,-2.693912204679881e-15,5.97005747980228e-16
96,10,7.645902549321775e-15,-2.5734981847873823e-15
96,11,6.660189664102272e-16,7.076014965161345e-15
96,12,-1.3291477986509028e-15,-2.2155494290808674e-15
96,13,4.330721180842279e-15,-3.601144409770532e-17
96,14,-7.557529125774838e-16,3.668409686399391e-15
96,15,6.74158337049357e-17,-3.420111336351376e-16
96,16,-9.695533975993311e-16,2.291769540646597e-15
96,17,3.727775235241225e-17,3.2440774822541207e-16
96,18,1.3380743849377848e-15,2.1729075004944948e-15
96,19,-2.415957158283753e-15,3.990352974971199e-15
96,20,-9.238532322480357e-18,-2.6241179179489606e-15
96,21,3.01413749994265e-15,3.701629302394457e-15
96,22,-3.665905519678148e-15,1.2098941991201592e-15
96,23,5.656209378021875e-16,-1.8478940404528075e-15
96,24,-4.7578177927695894e-17,1.8726807213188016e-15
96,25,-1.0133095492412704e-15,9.554542192821875e-16
96,26,3.9208351431020115e-16,1.855317281413672e-15
96,27,-2.551526569188209e-15,-8.306915646034177e-16
96,28,1.498684012902823e-15,-1.8224651256099385e-15
96,29,-1.3256003158668454e-15,3.3095286096606133e-15
96,30,-3.0216888969632734e-15,-1.208068609027095e-15
96,31,1.0513484368845111e-15,-1.2236926736756442e-15
96,32,-6.887192906258623e-16,2.8915668801451843e-15
96,33,-2.6272857885100505e-15,-3.574984507964769e-16
96,34,5.504400913881204e-16,7.581410554096416e-16
96,35,-1.2495277476604255e-15,-6.125088898084501e-16
96,36,2.7834253685339186e-16,1.8454026580367634e-16
96,37,-2.7743621314923564e-15,3.840890259894279e-16
96,38,1.876600040512101e-16,-5.111309736516367e-16
96,39,3.95592737760268e-16,1.1378474559769401e-15
96,40,-9.687246982593867e-16,-1.5290589170872647e-16
96,41,1.2813031865565316e-16,-1.1430264435377779e-15
96,42,-3.17462474165399e-16,3.065731998550432e-16
96,43,3.028610386253248e-17,-3.762072311769588e-16
96,44,5.297462926782324e-18,8.851254808736539e-16
96,45,-7.200324748277172e-16,-5.846360368718943e-16
96,46,8.140837009405572e-16,-2.701938876974723e-16
96,47,-3.889348285721995e-16,4.515673193423921e-16
96,48,5.159918605321659e-16,-7.361082690889639e-16
96,49,-1.6127625289472562e-16,-3.891177703030782e-16
96,50,7.474799341057239e-16,-5.216846097908932e-16
96,51,1.9118289170192957e-16,1.328046703340593e-15
96,52,-2.7472117853426034e-16,-1.0322745685540867e-15
96,53,1.6222351322902095e-15,-1.4612254275869148e-15
96,54,2.9351295947199777e-16,8.229274484423734e-16
96,55,-9.081752435364417e-16,-5.67281809614861e-16
96,56,1.5729182947402011e-15,-8.777783619316032e-16
96,57,1.0761965831667857e-15,1.191790188099118e-15
96,58,-1.1342565871089808e-16,-4.2416637223546175e-17
96,59,5.504600159584957e-16,-2.0512898819289322e-16
96,60,5.058228251392607e-16,2.4593948730797252e-17
96,61,6.468568269561486e-16,3.3063787842956344e-16
96,62,-4.570955743081223e-17,3.445190485285391e-16
96,63,2.22434694159172e-16,-7.054698196051943e-16
96,64,1.1485369358847178e-15,4.1683769174062633e-16
96,65,-2.6907360515666294e-16,5.336208811664891e-16
96,66,5.210604463048051e-16,8.69817186842478e-18
96,67,4.1569093850316146e-16,-2.7014683971172467e-16
96,68,5.869039182621181e-16,-3.3057269347132317e-16
96,69,-3.270953245972075e-16,1.7025778987524744e-17
96,70,-9.129347336504731e-17,-1.429943753580301e-16
96,71,4.989507960458632e-17,4.347907314626212e-16
96,72,3.34585696132603e-16,1.750405431647037e-17
96,73,-1.3758072310255112e-16,-6.294281563027506e-16
96,74,4.268474397883392e-16,-1.444847826470084e-16
96,75,-1.3590868041243458e-15,2.002083967345802e-16
96,76,5.120664576882846e-16,-9.389846765384656e-16
96,77,-2.0414009903159643e-16,1.3373515718038492e-15
96,78,-5.987898661563048e-16,-1.5082886253912836e-15
96,79,7.642054479947352e-17,-6.236048861079798e-16
96,80,-5.741510613241842e-16,2.5145234518766858e-16
96,81,-3.8254380860237933e-16,-8.978586153588031e-16
96,82,5.644517730101055e-16,-2.926517320494182e-16
96,83,-1.1651139920961624e-15,-7.033378631292958e-16
96,84,5.219063906137793e-16,-2.206201525431376e-16
96,85,-8.591367109423332e-16,-1.404017914925855e-17
96,86,9.446450671370662e-16,-9.468044619736806e-16
96,87,-1.338391155004193e-16,4.3502134080371076e-18
96,88,-4.0613088310255404e-16,-3.80045188576756e-16
96,89,-1.355334459717412e-16,-5.819909506792897e-16
96,90,5.26373293532725e-16,1.418882100181279e-16
96,91,-2.0237901923208892e-16,-4.3702322373149417e-16
96,92,1.6447363739275756e-16,-3.3373847007589725e-16
96,93,-2.357743621431453e-16,-1.7787881922444492e-16
96,94,2.6594034106207334e-16,7.31280902652422e-17
96,95,-6.245849188555936e-17,1.0726537066378496e-16
96,96,-3.315339962956151e-16,-5.701506617970658e-16
97,0,4.465093140236578e-15,0.0
97,1,3.5906639710895435e-14,2.6955225579052256e-15
97,2,-2.7421897243195224e-15,-1.0523324432973299e-14
97,3,1.2062311562692994e-14,-1.1809244127853309e-14
97,4,-9.267563568007571e-17,4.961266871151621e-15
97,5,3.163137968433165e-15,2.7381988374814227e-15
97,6,-1.1828207122633822e-15,-1.0013529653251748e-15
97,7,1.3461120144922508e-15,8.245954564013671e-16
97,8,1.9789577798450477e-15,6.3139863974420985e-15
97,9,-2.6666962960538436e-15,5.909743510185815e-16
97,10,7.568657943954001e-15,-2.5474987883242116e-15
97,11,6.592903464865566e-16,7.0045277888555425e-15
97,12,-1.3157197570927035e-15,-2.193166297695374e-15
97,13,4.286969008170173e-15,-3.564762965328794e-17
97,14,-7.481177334588626e-16,3.631348678006291e-15
97,15,6.673474871379372e-17,-3.3855588229252473e-16
97,16,-9.597582466544387e-16,2.2686163768939628e-15
97,17,3.6901144718338344e-17,3.2113033940045353e-16
97,18,1.3245561603527205e-15,2.1509551696488364e-15
97,19,-2.391549358671707e-15,3.950039455561104e-15
97,20,-9.145197784298109e-18,-2.597607123218984e-15
97,21,2.9836864367482945e-15,3.664232684684934e-15
97,22,-3.6288698102434e-15,1.1976709462935735e-15
97,23,5.59906613581281e-16,-1.8292252377842593e-15
97,24,-4.709750771846486e-17,1.8537615051288254e-15
97,25,-1.0030723410449034e-15,9.458015087435247e-16
97,26,3.8812239446349476e-16,1.8365734836330523e-15
97,27,-2.5257491463593216e-15,-8.222992993768851e-16
97,28,1.4835431901679138e-15,-1.8040532247890527e-15
97,29,-1.3122081136233557e-15,3.2760932853470347e-15
97,30,-2.991161543928828e-15,-1.1958637996720802e-15
97,31,1.0407269314981555e-15,-1.2113300183763173e-15
97,32,-6.817613351104226e-16,2.8623541166930585e-15
97,33,-2.6007429895909326e-15,-3.5388673503457327e-16
97,34,5.448791353906302e-16,7.504817494924584e-16
97,35,-1.2369040871911098e-15,-6.063208685549352e-16
97,36,2.7553051312203883e-16,1.8267590251699888e-16
97,37,-2.7463334577534487e-15,3.8020867242132257e-16
97,38,1.8576412284389122e-16,-5.059671476551272e-16
97,39,3.9159616512315533e-16,1.126352073039649e-15
97,40,-9.589379194527827e-16,-1.513611224434556e-16
97,41,1.268358506924065e-16,-1.131478738608706e-15
97,42,-3.142552316746928e-16,3.034759689282327e-16
97,43,2.998013107176022e-17,-3.724065053736532e-16
97,44,5.243944008565663e-18,8.761832836601788e-16
97,45,-7.127581701905252e-16,-5.787296079499151e-16
97,46,8.058592207291179e-16,-2.6746418769235944e-16
97,47,-3.8500551909525517e-16,4.470052497692348e-16
97,48,5.107789262340003e-16,-7.286715547982781e-16
97,49,-1.596469200030644e-16,-3.851866126124383e-16
97,50,7.399283347807432e-16,-5.164141630974138e-16
97,51,1.8925141965826672e-16,1.3146297858677674e-15
97,52,-2.71945740463325e-16,-1.0218457615996713e-15
97,53,1.6058461040755337e-15,-1.4464630393954358e-15
97,54,2.9054767282617814e-16,8.146136221032084e-16
97,55,-8.99000180443599e-16,-5.615507060292021e-16
97,56,1.55702750196993e-15,-8.689103907888383e-16
97,57,1.0653240432895622e-15,1.179749835483184e-15
97,58,-1.1227974818049505e-16,-4.198811274494796e-17
97,59,5.448988586681474e-16,-2.0305662228968715e-16
97,60,5.007126260147163e-16,2.4345482333025255e-17
97,61,6.403217972450898e-16,3.272975281865179e-16
97,62,-4.52477654183582e-17,3.4103846036074604e-16
97,63,2.201874931178834e-16,-6.983426377633185e-16
97,64,1.1369335598554748e-15,4.1262648674642e-16
97,65,-2.6635522308062477e-16,5.282298453645267e-16
97,66,5.15796305375996e-16,8.610296454232227e-18
97,67,4.114913188647337e-16,-2.6741761502042455e-16
97,68,5.809745775122836e-16,-3.2723300177530233e-16
97,69,-3.2379076387292824e-16,1.685377188038643e-17
97,70,-9.037115866416717e-17,-1.4154973961711e-16
97,71,4.939100232803356e-17,4.303981514823316e-16
97,72,3.3120546209316214e-16,1.7327215315542774e-17
97,73,-1.3619078011103179e-16,-6.230692040106782e-16
97,74,4.225351088599755e-16,-1.430250897009864e-16
97,75,-1.3453562964219625e-15,1.9818574231316734e-16
97,76,5.068931807349034e-16,-9.294983535938926e-16
97,77,-2.0207772362362935e-16,1.3238406496157128e-15
97,78,-5.927404447032979e-16,-1.4930507697035484e-15
97,79,7.564848750644024e-17,-6.173047648309829e-16
97,80,-5.683505594387122e-16,2.4891198621140283e-16
97,81,-3.7867906597183176e-16,-8.88787778531881e-16
97,82,5.587492605632036e-16,-2.8969514616481805e-16
97,83,-1.1533431422916584e-15,-6.962322199004981e-16
97,84,5.166337033251535e-16,-2.183912833534715e-16
97,85,-8.504570716498347e-16,-1.3898334796589744e-17
97,86,9.35101558708478e-16,-9.372391377292471e-16
97,87,-1.3248697301718573e-16,4.306264310360047e-18
97,88,-4.020278462680465e-16,-3.7620568886770765e-16
97,89,-1.3416418609945177e-16,-5.761112443891769e-16
97,90,5.210554782620246e-16,1.4045474958379864e-16
97,91,-2.003344355646334e-16,-4.3260808945062547e-16
97,92,1.628120021401695e-16,-3.303667953454439e-16
97,93,-2.3339239383500863e-16,-1.7608175483529745e-16
97,94,2.6325361355486315e-16,7.238929580148871e-17
97,95,-6.182748965574487e-17,1.0618169595395137e-16
97,96,-3.2818459280208935e-16,-5.643905749287606e-16
97,97,5.233722221855785e-16,-4.8726224570536155e-17
98,0,4.420434801919377e-15,0.0
98,1,3.5547513750096763e-14,2.668562860861549e-15
98,2,-2.714763278197925e-15,-1.0418073732038427e-14
98,3,1.1941668437513821e-14,-1.1691132096823169e-14
98,4,-9.174872558839883e-17,4.911645972448023e-15
98,5,3.1315013415809004e-15,2.7108123068484845e-15
98,6,-1.1709905430199132e-15,-9.9133777457866e-16
98,7,1.3326486613508964e-15,8.163481339580893e-16
98,8,1.959164919254665e-15,6.2508360595183e-15
98,9,-2.640024909447093e-15,5.850636271712447e-16
98,10,7.492958809254571e-15,-2.5220195745254118e-15
98,11,6.526963493586262e-16,6.934470891513784e-15
98,12,-1.3025603769415073e-15,-2.171230996586924e-15
98,13,4.244092206654656e-15,-3.5291094222723896e-17
98,14,-7.406353151099962e-16,3.595029167367475e-15
98,15,6.606729052379142e-17,-3.3516976185654724e-16
98,16,-9.501590720939845e-16,2.2459264498332463e-15
98,17,3.653207205773171e-17,3.1791850329973937e-16
98,18,1.3113084015106664e-15,2.1294420498427352e-15
98,19,-2.3676298978659717e-15,3.910532508486895e-15
98,20,-9.053730635953861e-18,-2.5716267429490805e-15
98,21,2.9538446228958538e-15,3.627584279429734e-15
98,22,-3.59257509239428e-15,1.1856922500755083e-15
98,23,5.543066186449993e-16,-1.8109299509981465e-15
98,24,-4.6626454513631435e-17,1.835220814967307e-15
98,25,-9.93039953689007e-16,9.363419247142988e-16
98,26,3.8424052668245346e-16,1.818204702198822e-15
98,27,-2.5004874650595403e-15,-8.140749423128297e-16
98,28,1.4687052972922486e-15,-1.786009699889458e-15
98,29,-1.2990838557321387e-15,3.2433269179498278e-15
98,30,-2.9612449666045086e-15,-1.1839031779180132e-15
98,31,1.0303179357744505e-15,-1.1992147087790878e-15
98,32,-6.74942590820279e-16,2.833725827313156e-15
98,33,-2.5747312454553807e-15,-3.503472806396071e-16
98,34,5.394294401645706e-16,7.429756870617107e-16
98,35,-1.2245329944822166e-15,-6.002566540746813e-16
98,36,2.727747509273304e-16,1.8084884046010932e-16
98,37,-2.7188655674236844e-15,3.7640595498837207e-16
98,38,1.8390617346084184e-16,-5.009066368555305e-16
98,39,3.876795538730568e-16,1.1150866838613573e-15
98,40,-9.493469495251439e-16,-1.498472601337899e-16
98,41,1.2556728178397128e-16,-1.1201620742703603e-15
98,42,-3.1111215805600114e-16,3.004407058181737e-16
98,43,2.9680280028535226e-17,-3.686818225537956e-16
98,44,5.1914958695692666e-18,8.674199973679025e-16
98,45,-7.056294061305148e-16,-5.729413518454436e-16
98,46,7.977992917231464e-16,-2.6478910213276284e-16
98,47,-3.8115482523832155e-16,4.4253445575737643e-16
98,48,5.056702896666014e-16,-7.213836304942896e-16
98,49,-1.5805018597291644e-16,-3.8133410751992606e-16
98,50,7.325278240036331e-16,-5.112491648133743e-16
98,51,1.8735859152217512e-16,1.3014813072369182e-15
98,52,-2.692258319417999e-16,-1.0116256088959588e-15
98,53,1.5897849791787383e-15,-1.4319960095378625e-15
98,54,2.876417141232295e-16,8.06466134561267e-16
98,55,-8.900086873337045e-16,-5.559342674411402e-16
98,56,1.541454644076875e-15,-8.602198454899056e-16
98,57,1.0546690356450514e-15,1.1679503801016375e-15
98,58,-1.1115676444355357e-16,-4.1568161965563926e-17
98,59,5.394489661765948e-16,-2.0102571922653615e-16
98,60,4.957046691479813e-16,2.4101987124218462e-17
98,61,6.339175170755312e-16,3.2402400996750875e-16
98,62,-4.479521270496882e-17,3.376275100258644e-16
98,63,2.1798525292892424e-16,-6.913580529407701e-16
98,64,1.1255623382559373e-15,4.0849953739396296e-16
98,65,-2.6369122900675024e-16,5.229466706573846e-16
98,66,5.106374866941033e-16,8.524179206509121e-18
98,67,4.0737572307416556e-16,-2.6474299526480433e-16
98,68,5.751638679881231e-16,-3.239601289274449e-16
98,69,-3.2055231911424713e-16,1.6685206203721657e-17
98,70,-8.946729716542853e-17,-1.4013400741130932e-16
98,71,4.889701037254344e-17,4.26093456002009e-16
98,72,3.278928580524147e-16,1.7153914419155315e-17
98,73,-1.3482864638999595e-16,-6.16837478392909e-16
98,74,4.1830905684947607e-16,-1.4159460154696408e-16
98,75,-1.331900501714933e-15,1.9620355612983545e-16
98,76,5.018234080683601e-16,-9.20201828160634e-16
98,77,-2.000566111709839e-16,1.310600047067953e-15
98,78,-5.868120569894315e-16,-1.4781177852608888e-15
98,79,7.48918771419657e-17,-6.111306931673442e-16
98,80,-5.626661110366259e-16,2.464224534419148e-16
98,81,-3.7489164714076217e-16,-8.798984263819352e-16
98,82,5.531608410769764e-16,-2.867977141426959e-16
98,83,-1.1418077976467413e-15,-6.892687427574423e-16
98,84,5.114665092746525e-16,-2.1620700824179706e-16
98,85,-8.419510901535603e-16,-1.3759328393386485e-17
98,86,9.257489919292028e-16,-9.278651916138437e-16
98,87,-1.3116188351114468e-16,4.263194523814641e-18
98,88,-3.9800690090191626e-16,-3.724430079106382e-16
98,89,-1.32822321680345e-16,-5.703491762637822e-16
98,90,5.158440591270985e-16,1.3904996909475407e-16
98,91,-1.983307588844294e-16,-4.2828129092466676e-16
98,92,1.6118361203825748e-16,-3.2706257936339503e-16
98,93,-2.310580827339432e-16,-1.743206451939195e-16
98,94,2.606206407213478e-16,7.166528276057026e-17
98,95,-6.120911219672434e-17,1.0511970285502254e-16
98,96,-3.249022024654183e-16,-5.587457329407897e-16
98,97,5.181376317682887e-16,-4.823888149538686e-17
98,98,-4.410925186579487e-16,9.282048376970104e-16
99,0,4.37666107204822e-15,0.0
99,1,3.5195501485644325e-14,2.64213719120461e-15
99,2,-2.6878801049968688e-15,-1.0314907874886538e-14
99,3,1.1823415054799595e-14,-1.1575359671433668e-14
99,4,-9.084017606558137e-17,4.86300798237353e-15
99,5,3.1004913844250996e-15,2.6839682584757157e-15
99,6,-1.159394710028648e-15,-9.815209683367403e-16
99,7,1.319451995156475e-15,8.082641774474788e-16
99,8,1.9397641227739058e-15,6.188936626227385e-15
99,9,-2.613881839270131e-15,5.792699850702202e-16
99,10,7.418759150273152e-15,-2.4970450621681407e-15
99,11,6.462329685001845e-16,6.865801706420786e-15
99,12,-1.2896616625307997e-15,-2.1497301978213337e-15
99,13,4.202064724262716e-15,-3.494162117435039e-17
99,14,-7.333011111980671e-16,3.559429086673389e-15
99,15,6.541305358595626e-17,-3.31850714913446e-16
99,16,-9.407500414397121e-16,2.223685973017979e-15
99,17,3.6170310121282733e-17,3.1477028840503195e-16
99,18,1.2983230590460329e-15,2.1083550696602367e-15
99,19,-2.3441842423528398e-15,3.871808129246066e-15
99,20,-8.964075301819675e-18,-2.546160991406626e-15
99,21,2.9245939264376976e-15,3.591661818982254e-15
99,22,-3.556999313385384e-15,1.1739508321854414e-15
99,23,5.488175504248719e-16,-1.792997063840494e-15
99,24,-4.616473210029705e-17,1.817047385472674e-15
99,25,-9.832062914743362e-16,9.270697195317483e-16
99,26,3.804355523362091e-16,1.8001997762015057e-15
99,27,-2.4757261762392176e-15,-8.060134962749405e-16
99,28,1.45416131874152e-15,-1.7683235876282203e-15
99,29,-1.286219567867038e-15,3.2112095985565988e-15
99,30,-2.9319209876162457e-15,-1.1721794764664533e-15
99,31,1.020115125186131e-15,-1.1873393835968634e-15
99,32,-6.682589146723403e-16,2.805664617397817e-15
99,33,-2.5492347513140227e-15,-3.468779370317896e-16
99,34,5.34087694463885e-16,7.35618307418388e-16
99,35,-1.2124069528323071e-15,-5.943125617384656e-16
