Latitude	Longitude	Geoidal_height
59.388172084	7.914549737	40.553904386
59.367589127	7.875587902	40.599564306
59.344754371	7.706933572	40.789626506
59.376554891	8.034168700	40.421738904
59.367929175	8.118354023	40.328702387
59.536442610	8.070083224	40.365132292
59.039020684	7.555911850	40.995100211
59.059907236	7.373893731	41.192086175
59.299212618	7.487098568	41.038184008
59.093996827	7.536366311	41.008899239
59.095673766	7.526388142	41.019654481
59.168280724	8.083000293	40.393864749
59.273363112	8.083637375	40.378979876
59.268375751	7.471078288	41.059282985
59.227548710	7.551856730	40.974754250
59.130725283	7.513134680	41.029577287
59.162477211	7.534168729	41.002299364
59.195679634	8.071765085	40.402521362
59.227611056	7.551775562	40.974836494
59.094026788	7.536397974	41.008860303
59.067028225	7.570231851	40.975359801
59.312531971	8.134569170	40.317244632
59.141247294	8.092531254	40.387164427
59.212123116	8.088986522	40.381109067
58.791210616	7.817655438	40.748502583
58.744745569	7.842175540	40.730406438
58.821901239	7.792367419	40.770622384
58.785625215	8.216322409	40.311309969
58.913702662	7.716363801	40.838169725
58.893076363	7.710216851	40.848359281
58.849956790	7.749133508	40.813057305
58.731088622	7.813939605	40.763947687
58.801852346	8.175385576	40.353246879
58.493151461	7.469754185	41.186678215
58.409639720	7.769828984	40.880907489
58.471120256	7.227303679	41.452652346
58.486476767	7.330838218	41.337987291
58.573834549	7.788439394	40.823788758
58.646418364	7.816112346	40.778426359
58.421649084	8.095092003	40.524872291
58.450646465	8.112056113	40.499330780
58.455886774	7.798472891	40.839084560
58.385873452	7.899028190	40.746624926
58.584878912	8.145721073	40.431282895
58.522973650	7.360511197	41.298387924
58.616713047	7.421363404	41.213730054
58.609628226	7.410922405	41.226432323
58.376237030	7.220662607	41.480141494
58.616634055	7.406836613	41.229487191
58.510037248	7.553107275	41.092921945
58.434771825	7.234707224	41.452363253
58.411581948	8.084094129	40.539317258
58.558540231	7.770392688	40.846710228
58.006487266	7.554790028	41.216403818
58.146492263	7.882505043	40.826673643
58.333811407	7.900399878	40.758007486
58.028416246	7.452555871	41.318998094
58.275046857	7.962467493	40.705903678
58.092206896	7.800277384	40.930065862
58.021126895	7.421873584	41.353612660
58.030940707	7.466760722	41.303198341
58.035352691	7.460602740	41.308528824
58.026120109	7.460009995	41.311709212
58.316709103	7.368877233	41.334790901
58.266841822	8.176665798	40.476097185
58.230949959	7.936372043	40.745727808
58.278170649	7.394609410	41.316351128
58.174413000	7.548677659	41.177320617
58.286084271	8.185784611	40.461031630
58.272497458	7.960019987	40.709216301
58.199545752	8.071041079	40.608807219
58.158660948	7.836117864	40.873203931
58.204335365	7.616819178	41.096551212
58.009393565	7.560410077	41.209600501
58.142556908	7.980329728	40.722501252
58.141379413	7.908193398	40.800464289
58.169498025	8.041580230	40.648946827
58.232475302	8.023848179	40.650836380
58.249560498	8.149982422	40.509704426
58.191202065	7.927787444	40.765679479
63.687210586	8.767414651	40.068078967
